cell line	drug	target	log10[max. dose (M)]	R^2 (goodness of fit)	log10[EC50 (M)]	log10[IC50 (M)]	log10[GI50 (M)]	HillSlope	E_inf	E_max	AUC
HCC1806	Vorinostat	HDAC	-1.7282	0.9701	-3.7827	-3.7802	-3.9185	1.3230000000000002	0.00398	0.0059771	5.487
HCC1806	XRP44X	ELK3	-3.8761	0.9698	-5.9361	-5.875	-5.9745	2.399	0.1426	0.14261	6.2045
HCC1806	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.8164	-6.2219	-6.2185	-6.3075	2.766	0.1127	0.1127	5.5285
HCC1806	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.9667	-5.9139	-5.9076	-5.9879999999999995	2.502	0.01197	0.011970999999999999	5.6935
HCC1937	17-AAG	HSP90	-4.0	0.9736	-6.945	-6.8969	-6.9901	3.9989999999999997	0.1822	0.1822	5.2613
HCC1937	5-FU	TYMS	-1.7167	0.9840000000000001	-3.5447	-3.0727	-3.8045	0.5859	0.2356	0.29541	6.6167
HCC1937	5-FUdR	TYMS	-2.301	0.9107	-3.32	-2.6722	-3.3787	0.8422	0.3577	0.43586	7.8002
HCC1937	AG1478	EGFR	-3.7773	0.91965	-4.6281	-4.6283	-4.948	1.0191	0	0.12444000000000001	6.9966
HCC1937	BIBW2992	EGFR/HER2	-4.1759	0.8622	-5.4529	-5.4531	-6.0631	0.972	0	0.05424299999999999	6.1316
HCC1937	Baicalein	Lipoxygenase	-3.7773	0.8195	-4.4964	-3.7773	-4.4328	3.97	0.5194	0.52007	8.6281
HCC1937	Bortezomib	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC1937	Bosutinib	Src	-4.0	0.9229	-5.8	-5.6693	-5.9173	1.5119999999999998	0.1828	0.18435	6.2029
HCC1937	CGC-11047	Polyamine analogue	-2.301	0.8954	-4.002	-4.0022	NaN	0.3294	0	0.22357	5.7607
HCC1937	CGC-11144	Polyamine analogue	-3.15	0.99	-6.619	-6.6173	-6.7567	2.081	0.004989	0.004989100000000001	6.5606
HCC1937	CPT-11	TOP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC1937	Carboplatin	DNA cross-linker	-2.8697	0.9648	-4.1867	-4.1866	-4.4863	1.34	0.038380000000000004	0.048462	6.4961
HCC1937	Cisplatin	DNA cross-linker	-3.6021	0.9855	-5.3561	-5.3382	-5.5247	1.4355	0.043269999999999996	0.044253	6.0951
HCC1937	Docetaxel	TUBB	-5.0	0.9371	-8.232999999999999	-5.0	-8.2189	3.998	0.6654	0.6654	7.3654
HCC1937	Doxorubicin	TOP2	-6.2596	0.8638	-5.8318	-6.2596	-6.682	0.8216	0	0.69197	8.5936
HCC1937	Epirubicin	TOP2	-3.7645	0.983	-6.4625	-6.4075	-6.7097	1.296	0.07526000000000001	0.075575	5.0017
HCC1937	Erlotinib	EGFR	-4.1759	0.7956	-3.4676	-4.1759	-4.3929	0.3278	0	0.63055	7.8944
HCC1937	Etoposide	TOP2	-3.4776	0.9743	-5.2096	-5.0456	-5.3767	1.0925	0.1688	0.17934	6.6741
HCC1937	Everolimus	MTOR	-4.1759	0.7542	-5.0356	-5.0357	-5.8701	0.4065	0	0.309	6.8342
HCC1937	Fascaplysin	CDK4	-4.4776	0.9884	-6.3396	-6.337999999999999	-6.4588	2.5715	0.0055885	0.0056837	5.8011
HCC1937	GSK1059615	PI3K	-3.8761	0.9685	-5.8166	-5.6857	-6.1338	1.0427	0.091365	0.10927	6.1835
HCC1937	GSK1070916	AURK	-4.4776	0.83045	-4.8158	-4.8552	-5.775	0.4686	0	0.39793	7.297000000000001
HCC1937	GSK1120212	MEK	-4.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.9773
HCC1937	GSK1838705A	IGF1R	-4.1759	0.8073	-5.2979	-5.2364	-5.3389	3.9960000000000004	0.21600000000000003	0.21603000000000003	8.1699
HCC1937	GSK2119563A	PI3K	-4.4776	0.8754	-5.0069	-5.0069	-5.5192	0.6318	0	0.31648000000000004	7.5432
HCC1937	GSK2126458A	PI3K	-4.4776	0.9796	-7.3266	-6.9723	-7.5849	0.6869	0.2146	0.22316999999999998	5.4591
HCC1937	GSK461364	PLK1	-4.4776	0.9499	-6.4746	-6.3569	-7.4841	0.4122	0.05075	0.19802999999999998	5.782
HCC1937	GSK923295	CENPE	-4.4776	0.94045	-7.4326	-5.6934	-7.3592	1.828	0.5438	0.5438	6.8925
HCC1937	Gefitinib	EGFR	-4.4776	0.8494	-4.7373	-4.7372	-5.0343	0.82765	0	0.37924	7.8718
HCC1937	Geldanamycin	HSP90	-4.0	0.97655	-7.395	-7.2819	-7.532	3.1615	0.26005	0.26005	5.2024
HCC1937	Gemcitabine	DNA replication	-3.8416	0.9065	-6.4476	-3.8727	-6.1325	0.3636	0.4421	0.49867	6.6081
HCC1937	IKK 16	IKK	-4.1759	0.9472	-5.5389	-5.5364	-5.6121	3.997	0.009503	0.0095065	6.9734
HCC1937	Ibandronate sodium salt	FDPS	-2.8239	0.9383	-4.5169	-4.0625	-4.5716	1.135	0.3475	0.35523000000000005	7.1787
HCC1937	Imatinib	ABL/KIT/PDGFR	-3.248	0.9771	-4.572	-4.5718	-4.6962	2.4659999999999997	0	0	6.3870000000000005
HCC1937	Ixabepilone	TUBB	-4.4045	0.88275	-6.292000000000001	-6.2905	-6.3166	1.82	0.00555	0.10919000000000001	5.8602
HCC1937	LBH589	HDAC	-4.4776	0.9558	-6.4966	-6.4173	-6.7418	1.367	0.111	0.11254000000000002	6.0029
HCC1937	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9206	-5.7456	-5.7459	-6.2057	0.8884	0	0.069492	6.7655
HCC1937	MG-132	Proteasome	-4.1759	0.9724	-6.8049	-6.8014	-6.8811	4.0	0.01719	0.01719	4.979
HCC1937	MLN4924	NAE1	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.2649
HCC1937	NSC663284	CDC25	-3.7773	0.9562	-5.8103	-5.8102	-6.1033	1.4069999999999998	0	0.0013775	5.2158
HCC1937	NU6102	CDK1/2	-4.1759	0.9035	-4.3039	-4.3039	-4.2834	3.971	0	0.23676	8.2712
HCC1937	Nutlin 3a	MDM2	-4.1759	0.861	-4.5521	-4.4253	-4.5974	2.875	0.2258	0.37948000000000004	8.2752
HCC1937	Olomoucine II	CDK1	-3.8761	0.9265	-5.0781	-4.9966	-5.1173	3.955	0.2611	0.26111	7.627999999999999
HCC1937	Oxaliplatin	DNA cross-linker	-3.2013	0.9592	-4.7923	-4.7924	-5.1106	0.6395	0	0.08769600000000001	6.1844
HCC1937	Oxamflatin	HDAC	-4.1759	0.9642	-5.5679	-5.568	-5.8349	1.416	0	0.010572	6.4585
HCC1937	PD173074	FGFR1/3	-4.4776	0.9241	-5.0937	-5.0084	-5.1118	3.998	0.2718	0.2743	8.2801
HCC1937	PP242 hydrate	MTOR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC1937	Paclitaxel	TUBB	-4.4776	0.8964	-7.7206	-4.4776	-7.8332	1.5659999999999998	0.5548	0.5548	6.8888
HCC1937	SB-715992	KSP	-4.4776	0.91805	-6.0986	-6.0986	-6.5202	0.61055	0	0.094605	6.2071
HCC1937	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.9431	-4.8104	-4.8104	-5.0396	1.999	0	0.051146	7.2097
HCC1937	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.99	-5.1233	-5.122000000000001	-5.1909	3.9989999999999997	0.007311	0.0073151000000000015	7.1586
HCC1937	TCS2312 dihydrochloride	CHK1	-4.4776	0.9475	-6.2886	-6.1806	-6.5699	1.101	0.1201	0.12893	6.1198
HCC1937	Tamoxifen	ESR1	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.6388
HCC1937	Temsirolimus	MTOR	-3.8761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.0445
HCC1937	Topotecan	TOP1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC1937	Trichostatin A	HDAC	-2.301	0.9829	-4.687	-4.6441	-4.8525	1.435	0.0659	0.06625199999999999	5.3981
HCC1937	Triciribine	AKT	-4.4776	0.9165	-5.6121	-4.4776	-5.106	0.7318	0.5303	0.5907899999999999	8.0888
HCC1937	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC1937	Valproic acid	HDAC	-1.8239	0.9334	-2.3849	-2.3849	-2.5667	2.0469999999999997	0	0.066351	7.6838
HCC1937	Vinorelbine	TUBB	-4.3335	0.78655	-5.792000000000001	-5.7917	NaN	0.35735	0	0.23406	6.3165
HCC1937	Vorinostat	HDAC	-1.7282	0.9718	-3.6102	-3.4912	-3.7892	1.065	0.1263	0.13487000000000002	6.2378
HCC1937	XRP44X	ELK3	-3.8761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.2896
HCC1937	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.0618
HCC1937	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.9971	-6.0099	-6.0088	-6.3789	3.9989999999999997	0.0057729999999999995	0.0057729999999999995	5.9138
HCC1954	17-AAG	HSP90	-4.0	0.91225	-7.457000000000001	-7.2736	-7.5312	2.148	0.1899	0.18991	4.6514
HCC1954	5-FU	TYMS	-1.7167	0.94695	-4.3322	-4.186	-4.8025	0.6321	0.09686	0.1229	5.1632
HCC1954	5-FUdR	TYMS	-2.301	0.9434	-3.645	-3.5227	-4.0169999999999995	0.5862	0.07628	0.20568000000000003	6.763
HCC1954	AG1478	EGFR	-3.7773	0.9352	-4.9543	-4.9541	-5.5348	0.509	0	0.20114	6.6781
HCC1954	BIBW2992	EGFR/HER2	-4.1759	0.9383	-6.5539	-6.5441	-6.9493	0.6884	0.007802	0.030169	5.1757
HCC1954	Baicalein	Lipoxygenase	-3.7773	0.7498	-4.1183	-3.7773	-4.0189	4.0	0.4924	0.51344	8.4142
HCC1954	Bortezomib	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC1954	Bosutinib	Src	-4.0	0.9519	-5.6770000000000005	-5.6774	-5.9761	0.8742	0	0.033041	6.0581
HCC1954	CGC-11047	Polyamine analogue	-2.301	0.9366	-5.611000000000001	-5.5342	-6.5631	0.4859	0	0.02615	3.9887
HCC1954	CGC-11144	Polyamine analogue	-3.15	0.945	-6.511	-6.5077	-6.6591	2.645	0.006803	0.0068040999999999996	3.4764
HCC1954	CPT-11	TOP1	-4.0696	0.8747	-4.5272	-4.5272	-4.6705	2.279	0	0.08304500000000001	7.9168
HCC1954	Carboplatin	DNA cross-linker	-2.8697	0.9528	-4.1977	-4.1781	-4.3885	1.536	0.03285	0.041606	6.4111
HCC1954	Cisplatin	DNA cross-linker	-3.6021	0.92	-5.0781	-5.0644	-5.3013	1.5085	0.023105	0.029783999999999998	6.5823
HCC1954	Docetaxel	TUBB	-5.0	0.9115	-8.642999999999999	-8.5724	-8.8092	1.262	0.06237	0.0624	3.8091
HCC1954	Doxorubicin	TOP2	-6.2596	0.9153	-6.9711	-6.9712	-7.1988	0.7182	0	0.23565	7.0541
HCC1954	Epirubicin	TOP2	-3.7645	0.9617	-6.417999999999999	-6.4108	-6.7111	1.2	0.009123000000000001	0.010263	4.7783
HCC1954	Erlotinib	EGFR	-4.1759	0.92305	-5.3402	-4.8134	-5.5658	0.46225	0.2123	0.4041	7.0696
HCC1954	Etoposide	TOP2	-3.4776	0.9477	-5.7446	-5.7342	-6.1019	0.74745	0.009945	0.032474	5.1728
HCC1954	Everolimus	MTOR	-4.1759	0.7598	-5.5729	-5.5725	NaN	0.3455	0	0.24766999999999997	6.1955
HCC1954	Fascaplysin	CDK4	-4.4776	0.98385	-6.4836	-6.4839	-6.5772	2.5395	0	0	5.5274
HCC1954	GSK1059615	PI3K	-3.8761	0.9806	-6.4821	-6.4688	-6.6416	1.7280000000000002	0.02085	0.020919999999999998	4.936
HCC1954	GSK1070916	AURK	-4.4776	0.912	-5.349	-5.3489	-5.547000000000001	1.275	0	0.077386	7.4421
HCC1954	GSK1120212	MEK	-4.7773	0.7566	-7.3333	-4.7773	-5.6595	0.535	0.6386	0.65347	6.9646
HCC1954	GSK1838705A	IGF1R	-4.1759	0.87745	-4.8884	-4.8884	-5.055	1.9875	0	0.036351	7.3224
HCC1954	GSK2119563A	PI3K	-4.4776	0.9841	-6.1776	-6.0715	-6.223	1.9240000000000002	0.187	0.18744	6.4585
HCC1954	GSK2126458A	PI3K	-4.4776	0.95065	-7.8256	-7.7807	-8.1463	1.1974	0.045	0.046606	3.8101
HCC1954	GSK461364	PLK1	-4.4776	0.90305	-8.6121	-8.5601	-8.6498	3.727	0.19655	0.19655	3.8376
HCC1954	GSK923295	CENPE	-4.4776	0.93665	-7.6491	-7.5936	-7.7045	2.7265	0.1315	0.1315	4.6766
HCC1954	Gefitinib	EGFR	-4.4776	0.7966	-5.3878	-5.3876	-5.6277	0.8894	0	0.16973	7.268
HCC1954	Geldanamycin	HSP90	-4.0	0.9622	-8.021	-7.9491	-8.066	3.707	0.2302	0.2302	4.3396
HCC1954	Gemcitabine	DNA replication	-3.8416	0.7528	-7.9646	-3.8416	-3.8416	0.8621	0.7267	0.72678	7.2829
HCC1954	IKK 16	IKK	-4.1759	0.9743	-5.6069	-5.6072	-5.8241	1.9	0	0.001213	6.4259
HCC1954	Ibandronate sodium salt	FDPS	-2.8239	0.9365	-4.2519	-4.1608	-4.2576	3.9989999999999997	0.2831	0.2831	7.372999999999999
HCC1954	Imatinib	ABL/KIT/PDGFR	-3.248	0.9816	-4.923	-4.9208	-5.0391	2.28	0.009313	0.009855	6.1273
HCC1954	Ixabepilone	TUBB	-4.4045	0.977	-8.5815	-8.5657	-8.6882	1.617	0.054279999999999995	0.054279999999999995	2.8292
HCC1954	LBH589	HDAC	-4.4776	0.9765	-6.2816	-6.2607	-6.4678	1.291	0.030310000000000004	0.034834	6.007999999999999
HCC1954	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9359	-5.2449	-5.2448	-5.3917	1.915	0	0.032825	7.097
HCC1954	MG-132	Proteasome	-4.1759	0.9783	-6.6929	-6.6734	-6.7443	3.998	0.08143	0.08143	5.2452
HCC1954	MLN4924	NAE1	-4.1759	0.9458	-5.3749	-5.0988	-5.3948	1.318	0.2834	0.30178	7.2647
HCC1954	NSC663284	CDC25	-3.7773	0.9573	-5.0843	-5.0841	-5.2062	2.351	0	0	6.737
HCC1954	NU6102	CDK1/2	-4.1759	0.7615	-4.2292	-4.2292	-4.3284	1.885	0	0.44242	8.2964
HCC1954	Nutlin 3a	MDM2	-4.1759	0.8726	-4.6342	-4.6342	-4.7571	2.059	0	0.10274000000000001	7.4595
HCC1954	Olomoucine II	CDK1	-3.8761	0.9483	-5.0281	-4.9436	-5.0528	3.34	0.2385	0.23861	7.3086
HCC1954	Oxaliplatin	DNA cross-linker	-3.2013	0.9673	-5.0373	-5.0375	-5.6019	0.5312	0	0.095698	5.7405
HCC1954	Oxamflatin	HDAC	-4.1759	0.9721	-5.5289	-5.5292	-5.8578	0.8759	0	0.061261	6.3145
HCC1954	PD173074	FGFR1/3	-4.4776	0.85825	-5.0158	-5.0157	-5.1428	2.4195	0	0.058377	7.4943
HCC1954	PP242 hydrate	MTOR	-4.301	0.9756	-8.314	-8.0526	-8.9641	0.3341	0.09114	0.1308	3.6259
HCC1954	Paclitaxel	TUBB	-4.4776	0.97625	-8.0066	-7.9811	-8.1129	2.9265	0.07779	0.07779	3.9876
HCC1954	SB-715992	KSP	-4.4776	0.9862	-7.6346	-7.6273	-7.693	3.8165	0.030660000000000003	0.030660000000000003	4.0712
HCC1954	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.953	-5.0232	-5.0225	-5.1425	2.314	0.002198	0.012998	7.1331
HCC1954	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.858	-5.2013	-5.1552	-5.2709	2.3805	0.0964	0.096833	6.5831
HCC1954	TCS2312 dihydrochloride	CHK1	-4.4776	0.9016	-5.5376	-5.4278	-5.5449	3.523	0.2948	0.29493	7.9499
HCC1954	Tamoxifen	ESR1	-3.7773	0.8397	-4.3094	-4.3094	-4.5234	1.3459999999999999	0	0.16122999999999998	7.9852
HCC1954	Temsirolimus	MTOR	-3.8761	0.7828	-5.6971	-5.6974	NaN	0.2574	0	0.25361	5.4665
HCC1954	Topotecan	TOP1	-3.9626	0.9470000000000001	-6.3186	-6.2793	-6.5495	1.4233	0.06679	0.068605	5.6629
HCC1954	Trichostatin A	HDAC	-2.301	0.91995	-4.868	-4.8614	-5.0142	1.9125	0.02228	0.022281	4.5927
HCC1954	Triciribine	AKT	-4.4776	0.74785	-5.0011	-4.4776	-4.9238	0.41385	0.2296	0.53414	7.4613
HCC1954	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC1954	Valproic acid	HDAC	-1.8239	0.9498	-2.3552	-2.3553	-2.5204	1.6	0	0.12372999999999999	7.8633
HCC1954	Vinorelbine	TUBB	-4.3335	0.8463	-8.2095	-8.1427	-8.3181	2.965	0.1842	0.1842	3.8895
HCC1954	Vorinostat	HDAC	-1.7282	0.9731	-3.7032	-3.7033	-4.0119	0.8718	0	0.026545	5.5986
HCC1954	XRP44X	ELK3	-3.8761	0.9458	-6.3851	-6.3213	-6.4332	2.4930000000000003	0.1535	0.1535	5.14
HCC1954	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.7602	-6.4799	-6.4337	-6.5176	2.998	0.1372	0.1372	5.452999999999999
HCC1954	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.9781	-6.1469	-6.1454	-6.2118	3.3339999999999996	0.007238	0.0072383	5.5164
HCC202	17-AAG	HSP90	-4.0	0.8793	-6.395	-6.112	-7.822	0.461	0.1621	0.22321999999999997	5.7129
HCC202	5-FU	TYMS	-1.7167	0.9417	-2.9592	-2.8154	-4.7867	0.64905	0.11195	0.2636	6.8495
HCC202	5-FUdR	TYMS	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	AG1478	EGFR	-3.7773	0.81625	-5.1303	-4.8364	-5.8491	0.9804	0.21915	0.26293	6.9668
HCC202	BIBW2992	EGFR/HER2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Baicalein	Lipoxygenase	-3.7773	0.8892	-3.8065	-3.804	-4.1598	2.445	0.006905	0.46275	8.478
HCC202	Bortezomib	Proteasome	-3.7773	0.9805	-7.4423	-7.437	-7.6511	3.9989999999999997	0.02528	0.02528	3.4375
HCC202	Bosutinib	Src	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	CGC-11047	Polyamine analogue	-2.301	0.8206	-3.2353	-3.2354	-5.2705	0.9265	0	0.1452	6.5999
HCC202	CGC-11144	Polyamine analogue	-3.15	0.9905	-6.235	-6.2345	-6.457000000000001	4.0	0.00417	0.00417	4.1523
HCC202	CPT-11	TOP1	-4.0696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.4623
HCC202	Carboplatin	DNA cross-linker	-2.8697	0.87445	-3.9542	-3.9454	-4.6154	1.4709999999999999	0.01792	0.062372000000000004	7.0408
HCC202	Cisplatin	DNA cross-linker	-3.6021	0.87335	-4.8656	-4.8572	-6.2173	1.325	0.018625	0.10107999999999999	6.6734
HCC202	Docetaxel	TUBB	-5.0	0.8692	-7.946000000000001	-5.8641	-8.318999999999999	0.8815	0.4927	0.49398000000000003	6.5284
HCC202	Doxorubicin	TOP2	-6.2596	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.7283
HCC202	Epirubicin	TOP2	-3.7645	0.96895	-5.934	-5.9110000000000005	-6.4194	2.7035	0.06085499999999999	0.061377999999999995	5.5503
HCC202	Erlotinib	EGFR	-4.1759	0.8097	-3.9822	-4.1759	-4.4598	1.443	0	0.65571	8.4795
HCC202	Etoposide	TOP2	-3.4776	0.8996	-5.4976	-4.9024	-6.0146	1.1340000000000001	0.3943	0.39739	7.0279
HCC202	Everolimus	MTOR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Fascaplysin	CDK4	-4.4776	0.9784	-7.1416	-7.14	-7.3198	3.983	0.006802	0.006802	4.8672
HCC202	GSK1059615	PI3K	-3.8761	0.9640000000000001	-6.5396	-6.3348	-7.0861	1.2425	0.2168	0.2172	5.4872
HCC202	GSK1070916	AURK	-4.4776	0.8263	-4.8108	-4.8108	-5.8427	0.8376	0	0.34465	7.6824
HCC202	GSK1120212	MEK	-4.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.3626
HCC202	GSK1838705A	IGF1R	-4.1759	0.9279999999999999	-4.8555	-4.8555	-5.1129	2.8080000000000003	0	0.012195999999999999	7.6197
HCC202	GSK2119563A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	GSK2126458A	PI3K	-4.4776	0.9925	-8.0786	-8.0068	-8.9423	0.9984	0.07576000000000001	0.07599500000000001	3.7918
HCC202	GSK461364	PLK1	-4.4776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.622000000000001
HCC202	GSK923295	CENPE	-4.4776	0.8563	-6.1138	-5.6744	-7.9337	0.5921	0.20955	0.436	6.6078
HCC202	Gefitinib	EGFR	-4.4776	0.89865	-4.9372	-4.9372	-6.0592	0.80815	0	0.298	7.7021
HCC202	Geldanamycin	HSP90	-4.0	0.9273	-7.438	-6.5325	-7.9531	0.998	0.4376	0.43781000000000003	5.9257
HCC202	Gemcitabine	DNA replication	-3.8416	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.9123
HCC202	IKK 16	IKK	-4.1759	0.9834	-5.0373	-5.0356	-5.2964	3.9989999999999997	0.007620999999999999	0.0079773	7.3388
HCC202	Ibandronate sodium salt	FDPS	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Imatinib	ABL/KIT/PDGFR	-3.248	0.9758	-4.518	-4.5184	-4.8428	2.306	0	0.0011745999999999998	6.4927
HCC202	Ixabepilone	TUBB	-4.4045	0.9126	-7.5915	-7.3593	-8.4631	0.8985	0.1907	0.19180999999999998	5.0001
HCC202	LBH589	HDAC	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Lestaurtinib	FLT3/JAK2/TrkA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	MG-132	Proteasome	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	MLN4924	NAE1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	NSC663284	CDC25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	NU6102	CDK1/2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Nutlin 3a	MDM2	-4.1759	0.9273	-4.2657	-4.2657	-4.3683	4.0	0	0.30426	8.3607
HCC202	Olomoucine II	CDK1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Oxaliplatin	DNA cross-linker	-3.2013	0.9197	-4.3638	-4.3642	-5.2809	1.0170000000000001	0	0.06378400000000001	6.7165
HCC202	Oxamflatin	HDAC	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	PD173074	FGFR1/3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	PP242 hydrate	MTOR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Paclitaxel	TUBB	-4.4776	0.8745	-7.6526	-4.4776	-8.0799	0.7451	0.5002	0.50235	6.4149
HCC202	SB-715992	KSP	-4.4776	0.9414	-7.7126	-7.6062	-8.1286	1.493	0.1532	0.15320999999999999	4.6928
HCC202	Sigma AKT1-2 inhibitor	AKT	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.9672	-4.8723	-4.8721	-5.0692	3.451	0	0	7.0261
HCC202	TCS2312 dihydrochloride	CHK1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Tamoxifen	ESR1	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.9789
HCC202	Temsirolimus	MTOR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Topotecan	TOP1	-3.9626	0.9567	-4.9676	-4.7767	-6.4536	0.5111	0.1008	0.31163	6.9979
HCC202	Trichostatin A	HDAC	-2.301	0.9946	-5.606	-5.6001	-5.9612	2.155	0.0149	0.0149	3.7975
HCC202	Triciribine	AKT	-4.4776	0.9284	-6.6626	-6.24	-7.7822	0.6371	0.231	0.26097	6.2608
HCC202	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Valproic acid	HDAC	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Vinorelbine	TUBB	-4.3335	0.8707	-5.7985	-5.7988	NaN	0.3858	0	0.21388000000000001	6.1447
HCC202	Vorinostat	HDAC	-1.7282	0.9908	-4.3372	-4.3324	-4.7003	2.1109999999999998	0.01084	0.010843	4.8313
HCC202	XRP44X	ELK3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HCC202	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.8103	-6.4399	-6.2507	-6.8778	1.979	0.2885	0.28852	6.1639
HCC202	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.9849	-6.1109	-6.0129	-6.5191	2.265	0.1997	0.19973	6.2528
HCC2185	17-AAG	HSP90	-4.0	0.9649	-6.6605	-6.4227	-7.0748	1.694	0.29745	0.298	5.9764
HCC2185	5-FU	TYMS	-1.7167	0.8841	-3.0817	-1.7167	-3.3415	1.526	0.5334	0.53722	8.2409
HCC2185	5-FUdR	TYMS	-2.301	0.8231	-1.9221	-2.301	-3.8435	0.5251	0	0.61258	8.3218
HCC2185	AG1478	EGFR	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.2831
HCC2185	BIBW2992	EGFR/HER2	-4.1759	0.9422	-5.3079	-5.3083	-5.8544	1.287	0	0.033711	6.6863
HCC2185	Baicalein	Lipoxygenase	-3.7773	0.8646	-4.444	-3.7773	-4.5721	2.8560000000000003	0.6968	0.70053	8.4318
HCC2185	Bortezomib	Proteasome	-3.7773	0.9688	-7.2453	-7.0811	-7.7137	1.524	0.2088	0.2088	4.8324
HCC2185	Bosutinib	Src	-4.0	0.777	-5.0781	-4.0268	-5.3078	2.4852	0.5525	0.58992	8.1813
HCC2185	CGC-11047	Polyamine analogue	-2.301	0.7274	-2.8409	-2.8409	-4.3514	1.385	0	0.16253	6.8356
HCC2185	CGC-11144	Polyamine analogue	-3.15	0.9864	-6.1125	-6.0965	-6.6935	1.3635	0.023765	0.023976	4.5099
HCC2185	CPT-11	TOP1	-4.0696	0.7490000000000001	-5.0032	-4.0696	-5.8406	0.8157	0.6463	0.6985	8.4849
HCC2185	Carboplatin	DNA cross-linker	-2.8697	0.9689	-3.9498	-3.9499	-4.7448	1.14	0	0.058388	7.0423
HCC2185	Cisplatin	DNA cross-linker	-3.6021	0.9731	-4.8691	-4.869	-5.602	1.197	0	0.0394	6.6776
